"URL","Title","H1","Fraza główna","Wolumen głównej","Frazy dodatkowe (SERP+DFSE)","Wolumeny dodatkowych","Podstrony silnikowe (box linkowania)","Typ","Parent model","Klaster"
"/modele/fiat-ducato/laweta/","Fiat Ducato laweta – autolaweta na bazie Ducato | BusManiak.pl","Fiat Ducato laweta – przegląd zabudowy","laweta","490","","","","page","fiat-ducato","modele"
"/modele/fiat-ducato/chlodnia/","Fiat Ducato chłodnia – zabudowa izotermiczna i chłodnicza | BusManiak.pl","Fiat Ducato chłodnia – przegląd zabudowy","chlodnia","210","","","","page","fiat-ducato","modele"
"/przerobki/fiat-ducato-kamper/","Fiat Ducato kamper – dlaczego jest numerem jeden pod przeróbkę | BusManiak.pl","Fiat Ducato kamper – dlaczego jest najpopularniejszy","fiat ducato kamper","2600","","","","post","fiat-ducato","przerobki"
"/przerobki/fiat-ducato-tuning/","Fiat Ducato tuning – modyfikacje, chiptuning, optyka | BusManiak.pl","Fiat Ducato tuning – poradnik modyfikacji","fiat ducato tuning","210","","","","post","fiat-ducato","przerobki"
"/serwis/bezpieczniki-fiat-ducato/","Bezpieczniki Fiat Ducato – schemat, opis, lokalizacja | BusManiak.pl","Bezpieczniki Fiat Ducato – kompletny schemat","bezpieczniki fiat ducato","1600","","","","post","fiat-ducato","serwis"
"/serwis/przekazniki-fiat-ducato/","Przekaźniki Fiat Ducato – schemat, lokalizacja, opis | BusManiak.pl","Przekaźniki Fiat Ducato – kompletny schemat","przekazniki fiat ducato","1000","","","","post","fiat-ducato","serwis"
"/serwis/kontrolki-fiat-ducato/","Kontrolki Fiat Ducato – opis symboli na desce rozdzielczej | BusManiak.pl","Kontrolki Fiat Ducato – co oznaczają","kontrolki fiat ducato","390","","","","post","fiat-ducato","serwis"
"/serwis/fiat-ducato-spalanie/","Fiat Ducato spalanie – zużycie paliwa per silnik i wersja | BusManiak.pl","Fiat Ducato spalanie – tabela per silnik","fiat ducato spalanie","170","","","","post","fiat-ducato","serwis"
"/serwis/fiat-ducato-rozrzad/","Fiat Ducato rozrząd – co ile wymiana, koszty, objawy zużycia | BusManiak.pl","Fiat Ducato rozrząd – kiedy wymieniać","fiat ducato rozrzad","280","","","","post","fiat-ducato","serwis"
"/modele/citroen-berlingo/1-6-hdi/","Citroën Berlingo 1.6 HDI – dane techniczne, spalanie, opinie | BusManiak.pl","Citroën Berlingo 1.6 HDI – dane techniczne i opinie","1 6 hdi","2900","","","","page","citroen-berlingo","modele"
"/modele/citroen-berlingo/long/","Citroën Berlingo Long – wymiary, ładowność, wersje | BusManiak.pl","Citroën Berlingo Long – kompletny przewodnik","long","720","","","","page","citroen-berlingo","modele"
"/modele/citroen-berlingo/multispace/","Citroën Berlingo Multispace – wersja osobowa, wyposażenie | BusManiak.pl","Citroën Berlingo Multispace – przegląd wersji","multispace","720","","","","page","citroen-berlingo","modele"
"/modele/citroen-berlingo/van/","Citroën Berlingo Van – wersja dostawcza, wymiary paki | BusManiak.pl","Citroën Berlingo Van – przegląd wersji dostawczej","van","720","","","","page","citroen-berlingo","modele"
"/modele/citroen-berlingo/7-osobowy/","Citroën Berlingo 7-osobowy – wersja rodzinna | BusManiak.pl","Citroën Berlingo 7-osobowy – przegląd wersji","7 osobowy","480","","","","page","citroen-berlingo","modele"
"/modele/citroen-berlingo/xl/","Citroën Berlingo XL – wymiary, pojemność, ceny | BusManiak.pl","Citroën Berlingo XL – kompletny przewodnik","xl","390","","","","page","citroen-berlingo","modele"
"/modele/citroen-berlingo/dostawczy/","Citroën Berlingo dostawczy – wymiary, ładowność, konfiguracje | BusManiak.pl","Citroën Berlingo dostawczy – przegląd wersji","dostawczy","390","","","","page","citroen-berlingo","modele"
"/modele/citroen-berlingo/elektryczny/","Citroën ë-Berlingo – elektryczny van, zasięg, cena | BusManiak.pl","Citroën ë-Berlingo – elektryczny Berlingo","elektryczny","110","","","","page","citroen-berlingo","modele"
"/serwis/citroen-berlingo-spalanie/","Citroën Berlingo spalanie – zużycie paliwa per silnik i wersja | BusManiak.pl","Citroën Berlingo spalanie – tabela per silnik","citroen berlingo spalanie","140","","","","post","citroen-berlingo","serwis"
"/przerobki/citroen-berlingo-tuning/","Citroën Berlingo tuning – modyfikacje i chiptuning | BusManiak.pl","Citroën Berlingo tuning – poradnik modyfikacji","citroen berlingo tuning","170","","","","post","citroen-berlingo","przerobki"
"/modele/volkswagen-caddy/tdi/","Volkswagen Caddy TDI – dane techniczne, spalanie, opinie | BusManiak.pl","Volkswagen Caddy TDI – dane techniczne i opinie","volkswagen caddy 2.0 tdi","390","","","","page","volkswagen-caddy","modele"
"/modele/volkswagen-caddy/maxi/","Volkswagen Caddy Maxi – wymiary, dane techniczne, ceny | BusManiak.pl","Volkswagen Caddy Maxi – kompletny przewodnik","volkswagen caddy maxi","3600","","","","page","volkswagen-caddy","modele"
"/modele/volkswagen-caddy/osobowy/","Volkswagen Caddy Osobowy – wymiary, dane techniczne, ceny | BusManiak.pl","Volkswagen Caddy Osobowy – kompletny przewodnik","volkswagen caddy 7 osobowy","720","","","","page","volkswagen-caddy","modele"
"/modele/volkswagen-caddy/long/","Volkswagen Caddy Long – wymiary, dane techniczne, ceny | BusManiak.pl","Volkswagen Caddy Long – kompletny przewodnik","volkswagen caddy maxi long","590","","","","page","volkswagen-caddy","modele"
"/modele/renault-trafic/dci/","Renault Trafic dCi – dane techniczne, spalanie, opinie | BusManiak.pl","Renault Trafic dCi – dane techniczne i opinie","renault trafic 2.0 dci","590","","","","page","renault-trafic","modele"
"/modele/renault-trafic/1-9/","Renault Trafic 1 9 – dane techniczne, spalanie, opinie | BusManiak.pl","Renault Trafic 1 9 – dane techniczne i opinie","silnik renault trafic 1.9 dci","260","","","","page","renault-trafic","modele"
"/modele/renault-trafic/2-0/","Renault Trafic 2 0 – dane techniczne, spalanie, opinie | BusManiak.pl","Renault Trafic 2 0 – dane techniczne i opinie","renault trafic 2.0 dci opinie","210","","","","page","renault-trafic","modele"
"/modele/renault-trafic/1-6/","Renault Trafic 1 6 – dane techniczne, spalanie, opinie | BusManiak.pl","Renault Trafic 1 6 – dane techniczne i opinie","renault trafic 1.6 dci opinie","140","","","","page","renault-trafic","modele"
"/modele/renault-trafic/2-5/","Renault Trafic 2 5 – dane techniczne, spalanie, opinie | BusManiak.pl","Renault Trafic 2 5 – dane techniczne i opinie","renault trafic 2.5 dci opinie","140","","","","page","renault-trafic","modele"
"/modele/renault-trafic/osobowy/","Renault Trafic Osobowy – wymiary, dane techniczne, ceny | BusManiak.pl","Renault Trafic Osobowy – kompletny przewodnik","renault trafic 9 osobowy","4400","","","","page","renault-trafic","modele"
"/modele/renault-trafic/long/","Renault Trafic Long – wymiary, dane techniczne, ceny | BusManiak.pl","Renault Trafic Long – kompletny przewodnik","renault trafic long","1600","","","","page","renault-trafic","modele"
"/modele/renault-trafic/brygadowka/","Renault Trafic Brygadowka – wymiary, dane techniczne, ceny | BusManiak.pl","Renault Trafic Brygadowka – kompletny przewodnik","renault trafic brygadówka","590","","","","page","renault-trafic","modele"
"/modele/renault-trafic/dostawczy/","Renault Trafic Dostawczy – wymiary, dane techniczne, ceny | BusManiak.pl","Renault Trafic Dostawczy – kompletny przewodnik","renault trafic dostawczy","480","","","","page","renault-trafic","modele"
"/serwis/renault-trafic-spalanie/","Renault Trafic spalanie – przewodnik serwisowy | BusManiak.pl","Renault Trafic spalanie – kompletny przewodnik","renault trafic spalanie","320","","","","post","renault-trafic","serwis"
"/modele/toyota-proace/2-0/","Toyota Proace 2 0 – dane techniczne, spalanie, opinie | BusManiak.pl","Toyota Proace 2 0 – dane techniczne i opinie","toyota proace 2.0 diesel opinie","210","","","","page","toyota-proace","modele"
"/modele/toyota-proace/1-5/","Toyota Proace 1 5 – dane techniczne, spalanie, opinie | BusManiak.pl","Toyota Proace 1 5 – dane techniczne i opinie","toyota proace 1.5 diesel opinie","140","","","","page","toyota-proace","modele"
"/modele/toyota-proace/long/","Toyota Proace Long – wymiary, dane techniczne, ceny | BusManiak.pl","Toyota Proace Long – kompletny przewodnik","toyota proace long","1300","","","","page","toyota-proace","modele"
"/modele/toyota-proace/osobowy/","Toyota Proace Osobowy – wymiary, dane techniczne, ceny | BusManiak.pl","Toyota Proace Osobowy – kompletny przewodnik","toyota proace city verso 7 osobowy","390","","","","page","toyota-proace","modele"
"/modele/ford-transit/2-2/","Ford Transit 2 2 – dane techniczne, spalanie, opinie | BusManiak.pl","Ford Transit 2 2 – dane techniczne i opinie","ford transit 2.2 tdci opinie","260","","","","page","ford-transit","modele"
"/modele/ford-transit/2-0/","Ford Transit 2 0 – dane techniczne, spalanie, opinie | BusManiak.pl","Ford Transit 2 0 – dane techniczne i opinie","ford transit custom 2.0 tdci 130 km opinie","140","","","","page","ford-transit","modele"
"/modele/ford-transit/kombi/","Ford Transit Kombi – wymiary, dane techniczne, ceny | BusManiak.pl","Ford Transit Kombi – kompletny przewodnik","ford transit courier kombi","4400","","","","page","ford-transit","modele"
"/modele/ford-transit/van/","Ford Transit Van – wymiary, dane techniczne, ceny | BusManiak.pl","Ford Transit Van – kompletny przewodnik","ford transit courier van","4400","","","","page","ford-transit","modele"
"/modele/ford-transit/osobowy/","Ford Transit Osobowy – wymiary, dane techniczne, ceny | BusManiak.pl","Ford Transit Osobowy – kompletny przewodnik","ford transit 9 osobowy","1300","","","","page","ford-transit","modele"
"/modele/ford-transit/long/","Ford Transit Long – wymiary, dane techniczne, ceny | BusManiak.pl","Ford Transit Long – kompletny przewodnik","ford transit connect long","720","","","","page","ford-transit","modele"
"/modele/ford-transit/brygadowka/","Ford Transit Brygadowka – wymiary, dane techniczne, ceny | BusManiak.pl","Ford Transit Brygadowka – kompletny przewodnik","ford transit brygadówka","480","","","","page","ford-transit","modele"
"/modele/ford-transit/dostawczy/","Ford Transit Dostawczy – wymiary, dane techniczne, ceny | BusManiak.pl","Ford Transit Dostawczy – kompletny przewodnik","ford transit dostawczy","320","","","","page","ford-transit","modele"
"/modele/ford-transit/skrzyniowy/","Ford Transit Skrzyniowy – wymiary, dane techniczne, ceny | BusManiak.pl","Ford Transit Skrzyniowy – kompletny przewodnik","ford transit skrzyniowy","320","","","","page","ford-transit","modele"
"/modele/ford-ranger/3-2/","Ford Ranger 3 2 – dane techniczne, spalanie, opinie | BusManiak.pl","Ford Ranger 3 2 – dane techniczne i opinie","ford ranger 3.2 silnik opinie","110","","","","page","ford-ranger","modele"
"/modele/ford-ranger/xl/","Ford Ranger Xl – wymiary, dane techniczne, ceny | BusManiak.pl","Ford Ranger Xl – kompletny przewodnik","ford ranger xlt","390","","","","page","ford-ranger","modele"
"/serwis/ford-ranger-spalanie/","Ford Ranger spalanie – przewodnik serwisowy | BusManiak.pl","Ford Ranger spalanie – kompletny przewodnik","ford ranger spalanie","320","","","","post","ford-ranger","serwis"
"/modele/fiat-doblo/multijet/","Fiat Doblò MultiJet – dane techniczne, spalanie, opinie | BusManiak.pl","Fiat Doblò MultiJet – dane techniczne i opinie","fiat doblo 1.3 multijet","720","","","","page","fiat-doblo","modele"
"/modele/fiat-doblo/jtd/","Fiat Doblò JTD – dane techniczne, spalanie, opinie | BusManiak.pl","Fiat Doblò JTD – dane techniczne i opinie","fiat doblo 1.9 jtd","590","","","","page","fiat-doblo","modele"
"/modele/fiat-doblo/1-3/","Fiat Doblò 1 3 – dane techniczne, spalanie, opinie | BusManiak.pl","Fiat Doblò 1 3 – dane techniczne i opinie","fiat doblo 1.3 multijet opinie","140","","","","page","fiat-doblo","modele"
"/modele/fiat-doblo/1-6/","Fiat Doblò 1 6 – dane techniczne, spalanie, opinie | BusManiak.pl","Fiat Doblò 1 6 – dane techniczne i opinie","fiat doblo 1.6 multijet 105 km","140","","","","page","fiat-doblo","modele"
"/modele/fiat-doblo/1-4/","Fiat Doblò 1 4 – dane techniczne, spalanie, opinie | BusManiak.pl","Fiat Doblò 1 4 – dane techniczne i opinie","fiat doblo 1.4 benzyna opinie","110","","","","page","fiat-doblo","modele"
"/modele/fiat-doblo/1-9/","Fiat Doblò 1 9 – dane techniczne, spalanie, opinie | BusManiak.pl","Fiat Doblò 1 9 – dane techniczne i opinie","fiat doblo 1.9 jtd opinie","110","","","","page","fiat-doblo","modele"
"/modele/fiat-doblo/maxi/","Fiat Doblò Maxi – wymiary, dane techniczne, ceny | BusManiak.pl","Fiat Doblò Maxi – kompletny przewodnik","fiat doblo maxi","5400","","","","page","fiat-doblo","modele"
"/modele/fiat-doblo/osobowy/","Fiat Doblò Osobowy – wymiary, dane techniczne, ceny | BusManiak.pl","Fiat Doblò Osobowy – kompletny przewodnik","fiat doblo 5-osobowy","390","","","","page","fiat-doblo","modele"
"/modele/opel-vivaro/cdti/","Opel Vivaro CDTI – dane techniczne, spalanie, opinie | BusManiak.pl","Opel Vivaro CDTI – dane techniczne i opinie","opel vivaro 2.0 cdti","1000","","","","page","opel-vivaro","modele"
"/modele/opel-vivaro/2-0/","Opel Vivaro 2 0 – dane techniczne, spalanie, opinie | BusManiak.pl","Opel Vivaro 2 0 – dane techniczne i opinie","silnik opel vivaro 2.0 cdti","170","","","","page","opel-vivaro","modele"
"/modele/opel-vivaro/1-6/","Opel Vivaro 1 6 – dane techniczne, spalanie, opinie | BusManiak.pl","Opel Vivaro 1 6 – dane techniczne i opinie","opel vivaro 1.6 cdti opinie","140","","","","page","opel-vivaro","modele"
"/modele/opel-vivaro/1-9/","Opel Vivaro 1 9 – dane techniczne, spalanie, opinie | BusManiak.pl","Opel Vivaro 1 9 – dane techniczne i opinie","opel vivaro 1.9 cdti opinie","110","","","","page","opel-vivaro","modele"
"/modele/opel-vivaro/2-5/","Opel Vivaro 2 5 – dane techniczne, spalanie, opinie | BusManiak.pl","Opel Vivaro 2 5 – dane techniczne i opinie","opel vivaro 2.5cdti opinie","110","","","","page","opel-vivaro","modele"
"/modele/opel-vivaro/osobowy/","Opel Vivaro Osobowy – wymiary, dane techniczne, ceny | BusManiak.pl","Opel Vivaro Osobowy – kompletny przewodnik","opel vivaro 9-osobowy","2900","","","","page","opel-vivaro","modele"
"/modele/opel-vivaro/long/","Opel Vivaro Long – wymiary, dane techniczne, ceny | BusManiak.pl","Opel Vivaro Long – kompletny przewodnik","opel vivaro long","1000","","","","page","opel-vivaro","modele"
"/modele/opel-vivaro/brygadowka/","Opel Vivaro Brygadowka – wymiary, dane techniczne, ceny | BusManiak.pl","Opel Vivaro Brygadowka – kompletny przewodnik","opel vivaro brygadówka","480","","","","page","opel-vivaro","modele"
"/modele/opel-vivaro/blaszak/","Opel Vivaro Blaszak – wymiary, dane techniczne, ceny | BusManiak.pl","Opel Vivaro Blaszak – kompletny przewodnik","opel vivaro blaszak","390","","","","page","opel-vivaro","modele"
"/serwis/opel-vivaro-kontrolki/","Opel Vivaro kontrolki – przewodnik serwisowy | BusManiak.pl","Opel Vivaro kontrolki – kompletny przewodnik","opel vivaro kontrolki opis","320","","","","post","opel-vivaro","serwis"
"/modele/iveco-daily/2-3/","Iveco Daily 2 3 – dane techniczne, spalanie, opinie | BusManiak.pl","Iveco Daily 2 3 – dane techniczne i opinie","iveco daily 2.3 opinie","170","","","","page","iveco-daily","modele"
"/modele/iveco-daily/3-0/","Iveco Daily 3 0 – dane techniczne, spalanie, opinie | BusManiak.pl","Iveco Daily 3 0 – dane techniczne i opinie","iveco daily 3.0 spalanie","110","","","","page","iveco-daily","modele"
"/modele/iveco-daily/laweta/","Iveco Daily Laweta – wymiary, dane techniczne, ceny | BusManiak.pl","Iveco Daily Laweta – kompletny przewodnik","laweta iveco daily","1000","","","","page","iveco-daily","modele"
"/modele/iveco-daily/plandeka/","Iveco Daily Plandeka – wymiary, dane techniczne, ceny | BusManiak.pl","Iveco Daily Plandeka – kompletny przewodnik","iveco daily plandeka","480","","","","page","iveco-daily","modele"
"/modele/iveco-daily/kontener/","Iveco Daily Kontener – wymiary, dane techniczne, ceny | BusManiak.pl","Iveco Daily Kontener – kompletny przewodnik","iveco daily kontener","480","","","","page","iveco-daily","modele"
"/modele/iveco-daily/maxi/","Iveco Daily Maxi – wymiary, dane techniczne, ceny | BusManiak.pl","Iveco Daily Maxi – kompletny przewodnik","iveco daily maxi","320","","","","page","iveco-daily","modele"
"/modele/iveco-daily/chlodnia/","Iveco Daily Chlodnia – wymiary, dane techniczne, ceny | BusManiak.pl","Iveco Daily Chlodnia – kompletny przewodnik","iveco daily chłodnia","320","","","","page","iveco-daily","modele"
"/modele/iveco-daily/brygadowka/","Iveco Daily Brygadowka – wymiary, dane techniczne, ceny | BusManiak.pl","Iveco Daily Brygadowka – kompletny przewodnik","iveco daily brygadówka","320","","","","page","iveco-daily","modele"
"/serwis/iveco-daily-bezpieczniki/","Iveco Daily bezpieczniki – przewodnik serwisowy | BusManiak.pl","Iveco Daily bezpieczniki – kompletny przewodnik","iveco daily bezpieczniki opis","590","","","","post","iveco-daily","serwis"
"/serwis/iveco-daily-kontrolki/","Iveco Daily kontrolki – przewodnik serwisowy | BusManiak.pl","Iveco Daily kontrolki – kompletny przewodnik","iveco daily kontrolki opis","320","","","","post","iveco-daily","serwis"
"/modele/citroen-jumper/hdi/","Citroën Jumper HDI – dane techniczne, spalanie, opinie | BusManiak.pl","Citroën Jumper HDI – dane techniczne i opinie","citroen jumper 2.2 hdi","1300","","","","page","citroen-jumper","modele"
"/modele/citroen-jumper/2-2/","Citroën Jumper 2 2 – dane techniczne, spalanie, opinie | BusManiak.pl","Citroën Jumper 2 2 – dane techniczne i opinie","citroen jumper 2.2 hdi opinie","260","","","","page","citroen-jumper","modele"
"/modele/citroen-jumper/2-0/","Citroën Jumper 2 0 – dane techniczne, spalanie, opinie | BusManiak.pl","Citroën Jumper 2 0 – dane techniczne i opinie","citroen jumper 2.0 hdi opinie","110","","","","page","citroen-jumper","modele"
"/modele/ford-transit-custom/2-0/","Ford Transit Custom 2 0 – dane techniczne, spalanie, opinie | BusManiak.pl","Ford Transit Custom 2 0 – dane techniczne i opinie","ford transit custom 2.0 tdci 130 km opinie","140","","","","page","ford-transit-custom","modele"
"/modele/ford-transit-custom/2-2/","Ford Transit Custom 2 2 – dane techniczne, spalanie, opinie | BusManiak.pl","Ford Transit Custom 2 2 – dane techniczne i opinie","ford transit custom silnik 2.2 opinie","110","","","","page","ford-transit-custom","modele"
"/modele/ford-transit-custom/osobowy/","Ford Transit Custom Osobowy – wymiary, dane techniczne, ceny | BusManiak.pl","Ford Transit Custom Osobowy – kompletny przewodnik","ford transit custom 9-osobowy","480","","","","page","ford-transit-custom","modele"
"/modele/peugeot-partner/hdi/","Peugeot Partner HDI – dane techniczne, spalanie, opinie | BusManiak.pl","Peugeot Partner HDI – dane techniczne i opinie","peugeot partner 1.6 hdi","2900","","","","page","peugeot-partner","modele"
"/modele/peugeot-partner/1-6/","Peugeot Partner 1 6 – dane techniczne, spalanie, opinie | BusManiak.pl","Peugeot Partner 1 6 – dane techniczne i opinie","peugeot partner 1.6 hdi opinie","110","","","","page","peugeot-partner","modele"
"/modele/peugeot-partner/long/","Peugeot Partner Long – wymiary, dane techniczne, ceny | BusManiak.pl","Peugeot Partner Long – kompletny przewodnik","peugeot partner long","880","","","","page","peugeot-partner","modele"
"/modele/peugeot-partner/blaszak/","Peugeot Partner Blaszak – wymiary, dane techniczne, ceny | BusManiak.pl","Peugeot Partner Blaszak – kompletny przewodnik","peugeot partner blaszak","320","","","","page","peugeot-partner","modele"
"/modele/peugeot-partner/dostawczy/","Peugeot Partner Dostawczy – wymiary, dane techniczne, ceny | BusManiak.pl","Peugeot Partner Dostawczy – kompletny przewodnik","peugeot partner dostawczy","320","","","","page","peugeot-partner","modele"
"/modele/mercedes-sprinter/2-2/","Mercedes Sprinter 2 2 – dane techniczne, spalanie, opinie | BusManiak.pl","Mercedes Sprinter 2 2 – dane techniczne i opinie","silnik mercedes sprinter 2.2 cdi","170","","","","page","mercedes-sprinter","modele"
"/modele/mercedes-sprinter/van/","Mercedes Sprinter Van – wymiary, dane techniczne, ceny | BusManiak.pl","Mercedes Sprinter Van – kompletny przewodnik","mercedes benz sprinter van","18100","","","","page","mercedes-sprinter","modele"
"/modele/mercedes-sprinter/osobowy/","Mercedes Sprinter Osobowy – wymiary, dane techniczne, ceny | BusManiak.pl","Mercedes Sprinter Osobowy – kompletny przewodnik","mercedes sprinter 9 osobowy","590","","","","page","mercedes-sprinter","modele"
"/modele/mercedes-sprinter/brygadowka/","Mercedes Sprinter Brygadowka – wymiary, dane techniczne, ceny | BusManiak.pl","Mercedes Sprinter Brygadowka – kompletny przewodnik","mercedes sprinter brygadówka","320","","","","page","mercedes-sprinter","modele"
"/modele/mercedes-sprinter/kontener/","Mercedes Sprinter Kontener – wymiary, dane techniczne, ceny | BusManiak.pl","Mercedes Sprinter Kontener – kompletny przewodnik","mercedes sprinter kontener","320","","","","page","mercedes-sprinter","modele"
"/modele/mercedes-vito/2-2/","Mercedes Vito 2 2 – dane techniczne, spalanie, opinie | BusManiak.pl","Mercedes Vito 2 2 – dane techniczne i opinie","mercedes vito 2.2 cdi opinie","210","","","","page","mercedes-vito","modele"
"/modele/mercedes-vito/osobowy/","Mercedes Vito Osobowy – wymiary, dane techniczne, ceny | BusManiak.pl","Mercedes Vito Osobowy – kompletny przewodnik","mercedes vito 9 osobowy","1900","","","","page","mercedes-vito","modele"
"/modele/opel-combo/cdti/","Opel Combo CDTI – dane techniczne, spalanie, opinie | BusManiak.pl","Opel Combo CDTI – dane techniczne i opinie","opel combo 1.3 cdti","480","","","","page","opel-combo","modele"
"/modele/opel-combo/1-3/","Opel Combo 1 3 – dane techniczne, spalanie, opinie | BusManiak.pl","Opel Combo 1 3 – dane techniczne i opinie","opel combo 1.3 cdti opinie","110","","","","page","opel-combo","modele"
"/modele/opel-combo/van/","Opel Combo Van – wymiary, dane techniczne, ceny | BusManiak.pl","Opel Combo Van – kompletny przewodnik","opel combo van","18100","","","","page","opel-combo","modele"
"/modele/opel-combo/maxi/","Opel Combo Maxi – wymiary, dane techniczne, ceny | BusManiak.pl","Opel Combo Maxi – kompletny przewodnik","opel combo maxi","320","","","","page","opel-combo","modele"
"/modele/toyota-proace-city/1-5/","Toyota Proace City 1 5 – dane techniczne, spalanie, opinie | BusManiak.pl","Toyota Proace City 1 5 – dane techniczne i opinie","toyota proace city verso 1.5 d-4d opinie","110","","","","page","toyota-proace-city","modele"
"/modele/toyota-proace-city/long/","Toyota Proace City Long – wymiary, dane techniczne, ceny | BusManiak.pl","Toyota Proace City Long – kompletny przewodnik","toyota proace city long","1000","","","","page","toyota-proace-city","modele"
"/modele/toyota-proace-city/osobowy/","Toyota Proace City Osobowy – wymiary, dane techniczne, ceny | BusManiak.pl","Toyota Proace City Osobowy – kompletny przewodnik","toyota proace city verso 7 osobowy","390","","","","page","toyota-proace-city","modele"
"/modele/peugeot-boxer/hdi/","Peugeot Boxer HDI – dane techniczne, spalanie, opinie | BusManiak.pl","Peugeot Boxer HDI – dane techniczne i opinie","peugeot boxer 2.2 hdi","1600","","","","page","peugeot-boxer","modele"
"/modele/peugeot-boxer/2-2/","Peugeot Boxer 2 2 – dane techniczne, spalanie, opinie | BusManiak.pl","Peugeot Boxer 2 2 – dane techniczne i opinie","peugeot boxer 2.2 hdi opinie","260","","","","page","peugeot-boxer","modele"
"/modele/peugeot-boxer/2-0/","Peugeot Boxer 2 0 – dane techniczne, spalanie, opinie | BusManiak.pl","Peugeot Boxer 2 0 – dane techniczne i opinie","peugeot boxer 2.0 hdi opinie","140","","","","page","peugeot-boxer","modele"
"/serwis/peugeot-boxer-bezpieczniki/","Peugeot Boxer bezpieczniki – przewodnik serwisowy | BusManiak.pl","Peugeot Boxer bezpieczniki – kompletny przewodnik","peugeot boxer bezpieczniki opis","320","","","","post","peugeot-boxer","serwis"
"/modele/dacia-dokker/1-6/","Dacia Dokker 1 6 – dane techniczne, spalanie, opinie | BusManiak.pl","Dacia Dokker 1 6 – dane techniczne i opinie","dacia dokker 1.6 benzyna opinie","110","","","","page","dacia-dokker","modele"
"/modele/dacia-dokker/van/","Dacia Dokker Van – wymiary, dane techniczne, ceny | BusManiak.pl","Dacia Dokker Van – kompletny przewodnik","dacia dokker van","590","","","","page","dacia-dokker","modele"
"/modele/fiat-scudo/osobowy/","Fiat Scudo Osobowy – wymiary, dane techniczne, ceny | BusManiak.pl","Fiat Scudo Osobowy – kompletny przewodnik","fiat scudo 9 osobowy","880","","","","page","fiat-scudo","modele"
"/modele/volkswagen-crafter/tdi/","Volkswagen Crafter TDI – dane techniczne, spalanie, opinie | BusManiak.pl","Volkswagen Crafter TDI – dane techniczne i opinie","volkswagen crafter 2.0 tdi","720","","","","page","volkswagen-crafter","modele"
"/modele/volkswagen-crafter/osobowy/","Volkswagen Crafter Osobowy – wymiary, dane techniczne, ceny | BusManiak.pl","Volkswagen Crafter Osobowy – kompletny przewodnik","volkswagen crafter 9 osobowy","480","","","","page","volkswagen-crafter","modele"
"/modele/volkswagen-crafter/brygadowka/","Volkswagen Crafter Brygadowka – wymiary, dane techniczne, ceny | BusManiak.pl","Volkswagen Crafter Brygadowka – kompletny przewodnik","volkswagen crafter brygadówka","390","","","","page","volkswagen-crafter","modele"
"/modele/renault-master/dci/","Renault Master dCi – dane techniczne, spalanie, opinie | BusManiak.pl","Renault Master dCi – dane techniczne i opinie","renault master 2.5 dci","320","","","","page","renault-master","modele"
"/modele/renault-master/plandeka/","Renault Master Plandeka – wymiary, dane techniczne, ceny | BusManiak.pl","Renault Master Plandeka – kompletny przewodnik","renault master plandeka","1000","","","","page","renault-master","modele"
"/modele/renault-master/brygadowka/","Renault Master Brygadowka – wymiary, dane techniczne, ceny | BusManiak.pl","Renault Master Brygadowka – kompletny przewodnik","renault master brygadówka","590","","","","page","renault-master","modele"
"/modele/renault-master/osobowy/","Renault Master Osobowy – wymiary, dane techniczne, ceny | BusManiak.pl","Renault Master Osobowy – kompletny przewodnik","renault master 9 osobowy","480","","","","page","renault-master","modele"
"/modele/renault-master/van/","Renault Master Van – wymiary, dane techniczne, ceny | BusManiak.pl","Renault Master Van – kompletny przewodnik","renault master campervan","480","","","","page","renault-master","modele"
"/modele/renault-master/furgon/","Renault Master Furgon – wymiary, dane techniczne, ceny | BusManiak.pl","Renault Master Furgon – kompletny przewodnik","renault master furgon","480","","","","page","renault-master","modele"
"/modele/renault-master/skrzyniowy/","Renault Master Skrzyniowy – wymiary, dane techniczne, ceny | BusManiak.pl","Renault Master Skrzyniowy – kompletny przewodnik","renault master skrzyniowy","390","","","","page","renault-master","modele"
"/modele/renault-master/blaszak/","Renault Master Blaszak – wymiary, dane techniczne, ceny | BusManiak.pl","Renault Master Blaszak – kompletny przewodnik","renault master blaszak","390","","","","page","renault-master","modele"
"/modele/volkswagen-transporter/tdi/","Volkswagen Transporter TDI – dane techniczne, spalanie, opinie | BusManiak.pl","Volkswagen Transporter TDI – dane techniczne i opinie","volkswagen transporter t4 2.5 tdi","1000","","","","page","volkswagen-transporter","modele"
"/modele/ford-transit-connect/1-5/","Ford Transit Connect 1 5 – dane techniczne, spalanie, opinie | BusManiak.pl","Ford Transit Connect 1 5 – dane techniczne i opinie","ford transit connect 1.5 tdci opinie","110","","","","page","ford-transit-connect","modele"
"/modele/ford-transit-connect/long/","Ford Transit Connect Long – wymiary, dane techniczne, ceny | BusManiak.pl","Ford Transit Connect Long – kompletny przewodnik","ford transit connect long","720","","","","page","ford-transit-connect","modele"
"/modele/ford-transit-courier/kombi/","Ford Transit Courier Kombi – wymiary, dane techniczne, ceny | BusManiak.pl","Ford Transit Courier Kombi – kompletny przewodnik","ford transit courier kombi","4400","","","","page","ford-transit-courier","modele"
